game,n_rule_lines,rule_late,rule_random,rule_rigid,rule_dir_horizontal,rule_dir_vertical,rule_dir_fixed,rule_grouped,cell_no,cell_stationary,cell_moving,cell_perpendicular,cell_parallel,cell_orthogonal,cell_randomdir,cell_random,cell_action,cell_ellipsis,cell_arrows,cmd_win,cmd_cancel,cmd_restart,cmd_again,cmd_checkpoint,cmd_message,cmd_sfx,rule_multicell_max,rule_multipattern,startloop,pre_run_rules_on_level_start,pre_noaction,pre_norepeat_action,pre_throttle_movement,pre_noundo,pre_norestart,pre_realtime_interval,pre_zoomscreen,pre_flickscreen,pre_require_player_movement,n_messages,legend_or,legend_and,n_sounds,n_objects,n_layers,n_player_objects,n_rule_groups,n_rules_compiled,n_late_groups,n_late_rules_compiled,n_rule_sources,n_random_rules,n_rules_with_commands,n_rules_ellipsis,rigid,has_loop,pattern_max_cells,pattern_mean_cells,pattern_max_rows,rep_moves,rep_creates,rep_clears,n_winconditions,win_no,win_some,win_all,win_on,n_levels,level_mean_area,level_max_area,n_collision_layers,mean_solution_len,max_solution_len,mean_search_iters,frac_solved
"At_Last,_A_Ninja!",80.0,0.0,0.0,0.0,2.0,0.0,57.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,28.0,4.0,16.0,32.0,6.0,10.0,80.0,118.0,0.0,0.0,80.0,0.0,39.0,2.0,0.0,0.0,3.0,1.7753623188405796,2.0,42.0,178.0,190.0,2.0,1.0,0.0,1.0,2.0,3.0,162.0,162.0,6.0,0.0,0,8333.333333333334,0.0
Atlas_Shrank,44.0,22.0,0.0,0.0,4.0,1.0,22.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,21.0,1.0,8.0,32.0,5.0,5.0,22.0,35.0,22.0,26.0,44.0,0.0,24.0,0.0,0.0,0.0,3.0,1.3829787234042554,2.0,18.0,84.0,99.0,1.0,0.0,0.0,1.0,1.0,12.0,349.5,1080.0,5.0,26.6,40,4070.6666666666665,0.4166666666666667
Atomix_demake,201.0,91.0,2.0,0.0,6.0,5.0,18.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,26.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,9.0,140.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,46.0,57.0,2.0,98.0,59.0,1.0,110.0,2610.0,91.0,108.0,201.0,2.0,2254.0,6.0,0.0,1.0,5.0,1.8051434223541047,3.0,88.0,912.0,967.0,3.0,2.0,1.0,0.0,3.0,14.0,124.71428571428571,162.0,59.0,28.0,37,6471.428571428572,0.14285714285714285
Attack_of_the_Martian_Giants,151.0,0.0,7.0,0.0,3.0,3.0,53.0,20.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,70.0,86.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,66.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,25.0,18.0,12.0,31.0,6.0,1.0,131.0,348.0,0.0,0.0,151.0,16.0,105.0,48.0,0.0,1.0,5.0,1.6183953033268101,4.0,205.0,567.0,672.0,7.0,7.0,0.0,0.0,7.0,7.0,319.2857142857143,510.0,6.0,0.0,0,4714.285714285715,0.0
AutoDom,13.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,6.0,14.0,6.0,1.0,7.0,21.0,6.0,199.0,13.0,0.0,45.0,0.0,0.0,0.0,3.0,2.8125,2.0,0.0,612.0,617.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,6.0,0.0,0,35000.0,0.0
AutoTrom,16.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,4.0,18.0,6.0,1.0,7.0,25.0,9.0,1067.0,16.0,0.0,403.0,0.0,0.0,0.0,5.0,3.9361313868613137,2.0,0.0,4284.0,4289.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0,121.0,6.0,0.0,0,18000.0,0.0
Autumn,43.0,24.0,0.0,0.0,2.0,1.0,7.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,16.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,9.0,1.0,4.0,37.0,14.0,1.0,19.0,37.0,23.0,27.0,43.0,0.0,11.0,7.0,0.0,0.0,4.0,1.7692307692307692,2.0,20.0,86.0,108.0,0.0,0.0,0.0,0.0,0.0,20.0,58.4,140.0,14.0,15.88888888888889,29,4531.45,0.45
Avis_Anguis,380.0,214.0,20.0,18.0,6.0,6.0,120.0,70.0,227.0,47.0,25.0,3.0,0.0,0.0,0.0,20.0,6.0,6.0,115.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,7.0,178.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,7.0,94.0,37.0,1.0,133.0,740.0,177.0,509.0,380.0,41.0,58.0,24.0,1.0,1.0,4.0,1.5026501766784452,4.0,981.0,2859.0,2975.0,1.0,0.0,1.0,0.0,1.0,3.0,87.33333333333333,168.0,37.0,0.0,0,0.0,0.0
BUDS,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,4.0,19.0,6.0,1.0,8.0,20.0,10.0,22.0,18.0,0.0,10.0,0.0,0.0,0.0,2.0,1.6666666666666667,2.0,32.0,52.0,68.0,1.0,1.0,0.0,0.0,1.0,5.0,131.2,144.0,6.0,17.666666666666668,32,19746.8,0.6
Back_home,25.0,18.0,1.0,0.0,0.0,0.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,15.0,12.0,6.0,19.0,5.0,1.0,7.0,19.0,18.0,36.0,25.0,1.0,7.0,0.0,0.0,1.0,2.0,1.8727272727272728,1.0,18.0,73.0,75.0,1.0,0.0,0.0,1.0,1.0,13.0,79.92307692307692,108.0,5.0,35.916666666666664,71,10101.461538461539,0.9230769230769231
Backstabber,25.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,5.0,18.0,5.0,1.0,19.0,62.0,6.0,9.0,25.0,0.0,48.0,28.0,0.0,0.0,4.0,2.2151898734177213,2.0,68.0,130.0,131.0,1.0,1.0,0.0,0.0,1.0,6.0,122.66666666666667,150.0,5.0,60.0,82,6099.5,0.8333333333333334
Bad_Example,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,5.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,3.0,51.333333333333336,56.0,3.0,30.0,30,47875.666666666664,0.3333333333333333
Baguettes,33.0,13.0,0.0,0.0,5.0,5.0,13.0,0.0,10.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,21.0,5.0,1.0,20.0,133.0,13.0,15.0,33.0,0.0,8.0,0.0,0.0,1.0,4.0,2.0878378378378377,1.0,248.0,224.0,224.0,7.0,0.0,0.0,7.0,7.0,9.0,83.33333333333333,117.0,5.0,27.333333333333332,40,24387.777777777777,0.3333333333333333
Bal_Ru's_Curse_cruelty-free_demake,34.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,4.0,13.0,5.0,1.0,34.0,106.0,0.0,0.0,34.0,16.0,4.0,0.0,0.0,0.0,6.0,2.1188811188811187,2.0,57.0,236.0,271.0,1.0,0.0,1.0,0.0,1.0,1.0,48.0,48.0,5.0,0.0,0,49000.0,0.0
Ball_Bros,139.0,95.0,0.0,0.0,9.0,9.0,12.0,35.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,14.0,7.0,96.0,6.0,1.0,44.0,249.0,60.0,221.0,139.0,0.0,7.0,0.0,0.0,1.0,2.0,1.5555555555555556,2.0,18.0,688.0,698.0,1.0,1.0,0.0,0.0,1.0,10.0,120.0,154.0,6.0,40.0,44,5400.4,0.2
Ball_smashs_blocks,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,3.0,1.0,6.0,24.0,0.0,0.0,6.0,0.0,8.0,24.0,0.0,0.0,4.0,3.3333333333333335,1.0,0.0,28.0,52.0,2.0,1.0,1.0,0.0,2.0,11.0,83.18181818181819,352.0,3.0,11.88888888888889,44,8440.636363636364,0.8181818181818182
Bat_Loves_Lava_Shark,23.0,12.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,8.0,2.0,16.0,4.0,5.0,11.0,57.0,12.0,13.0,23.0,0.0,3.0,0.0,0.0,0.0,4.0,2.3142857142857145,1.0,33.0,32.0,37.0,1.0,1.0,0.0,0.0,1.0,3.0,168.66666666666666,182.0,4.0,0.0,0,12666.666666666666,0.0
Battle-Mage,49.0,4.0,4.0,0.0,2.0,2.0,5.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,14.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,8.0,10.0,29.0,6.0,1.0,45.0,163.0,4.0,7.0,49.0,10.0,45.0,24.0,0.0,1.0,3.0,1.6738197424892705,2.0,144.0,263.0,306.0,3.0,2.0,1.0,0.0,3.0,1.0,441.0,441.0,6.0,0.0,0,2000.0,0.0
Beam_Islands,84.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,20.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,40.0,1.0,7.0,48.0,19.0,1.0,81.0,239.0,0.0,0.0,84.0,0.0,11.0,0.0,0.0,0.0,2.0,1.1432926829268293,2.0,75.0,333.0,366.0,1.0,0.0,0.0,1.0,1.0,8.0,142.25,198.0,19.0,7.666666666666667,11,3088.0,0.375
Bichrome,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,2.0,5.0,10.0,3.0,4.0,15.0,56.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,3.0,1.8571428571428572,1.0,16.0,68.0,68.0,4.0,0.0,0.0,4.0,4.0,12.0,74.0,130.0,3.0,21.333333333333332,29,35467.166666666664,0.25
Big_Dave,35.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,6.0,18.0,10.0,5.0,34.0,124.0,1.0,1.0,35.0,0.0,32.0,0.0,0.0,1.0,2.0,1.672,1.0,84.0,119.0,125.0,1.0,0.0,0.0,1.0,1.0,1.0,156.0,156.0,10.0,0.0,0,13000.0,0.0
Bit_Blocks,19.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,17.0,0.0,2.0,33.0,7.0,2.0,9.0,29.0,10.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3877551020408165,1.0,48.0,25.0,89.0,6.0,0.0,0.0,6.0,6.0,60.0,118.91666666666667,759.0,7.0,25.318181818181817,91,11847.3,0.36666666666666664
Black_&_White,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,9.0,4.0,3.0,7.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2857142857142856,1.0,0.0,52.0,64.0,1.0,0.0,0.0,1.0,1.0,12.0,46.666666666666664,90.0,4.0,19.25,61,16659.916666666668,0.6666666666666666
Blind_Maze_a1,56.0,17.0,12.0,0.0,1.0,1.0,12.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,23.0,9.0,42.0,29.0,1.0,38.0,49.0,17.0,17.0,56.0,14.0,3.0,0.0,0.0,1.0,2.0,1.24,4.0,3.0,95.0,112.0,1.0,1.0,0.0,0.0,1.0,25.0,88.8,117.0,29.0,7.590909090909091,11,1461.48,0.88
Blind_Ninja,28.0,11.0,0.0,0.0,1.0,1.0,16.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,6.0,11.0,6.0,1.0,17.0,47.0,11.0,14.0,28.0,0.0,12.0,12.0,0.0,0.0,3.0,2.180327868852459,1.0,8.0,108.0,121.0,1.0,1.0,0.0,0.0,1.0,9.0,43.0,91.0,6.0,5.0,8,274.22222222222223,1.0
Blow_the_ship_down!,38.0,31.0,0.0,0.0,1.0,0.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,16.0,0.0,2.0,25.0,9.0,2.0,7.0,7.0,31.0,59.0,38.0,0.0,2.0,0.0,0.0,0.0,2.0,1.6666666666666667,1.0,2.0,78.0,102.0,1.0,0.0,1.0,0.0,1.0,1.0,360.0,360.0,9.0,0.0,0,1000.0,0.0
Boats_Cars_&_Trains,48.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,36.0,9.0,10.0,51.0,8.0,6.0,28.0,82.0,20.0,22.0,48.0,0.0,8.0,2.0,0.0,0.0,4.0,1.3540372670807452,4.0,42.0,123.0,133.0,1.0,0.0,0.0,1.0,1.0,9.0,150.33333333333334,165.0,8.0,22.666666666666668,36,158.66666666666666,1.0
Bombs_Away,55.0,9.0,4.0,0.0,3.0,0.0,29.0,0.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,20.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,13.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,8.0,31.0,6.0,2.0,46.0,155.0,9.0,9.0,55.0,5.0,24.0,1.0,0.0,1.0,7.0,1.555045871559633,2.0,25.0,207.0,246.0,1.0,0.0,0.0,1.0,1.0,10.0,456.0,456.0,6.0,5.0,5,1081.2,0.2
Boolean_Bloom_0.37,43.0,28.0,0.0,0.0,0.0,1.0,18.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,35.0,12.0,9.0,36.0,13.0,5.0,15.0,39.0,28.0,28.0,43.0,0.0,40.0,0.0,0.0,0.0,3.0,1.9014084507042253,2.0,12.0,93.0,126.0,1.0,0.0,0.0,1.0,1.0,9.0,222.88888888888889,280.0,13.0,4.0,4,23.555555555555557,1.0
Bottomless_puzzle-adventure,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,15.0,6.0,2.0,4.0,4.0,2.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,6.0,6.0,3.0,2.0,0.0,1.0,3.0,2.0,28.0,36.0,6.0,0.0,0,1.0,0.0
Boulder_Puzzle,55.0,3.0,0.0,0.0,4.0,0.0,17.0,4.0,23.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,20.0,28.0,13.0,1.0,48.0,112.0,3.0,9.0,55.0,0.0,74.0,16.0,0.0,0.0,4.0,2.0153846153846153,2.0,61.0,153.0,190.0,2.0,1.0,1.0,0.0,2.0,22.0,128.27272727272728,196.0,13.0,10.0,10,5829.681818181818,0.045454545454545456
Boulderban,37.0,5.0,0.0,0.0,3.0,0.0,8.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,3.0,19.0,7.0,4.0,32.0,71.0,5.0,5.0,37.0,0.0,1.0,0.0,0.0,1.0,2.0,1.5443037974683544,2.0,69.0,73.0,91.0,2.0,0.0,1.0,1.0,2.0,2.0,52.5,63.0,7.0,0.0,0,5197.0,0.0
Boupha's_Candle_Quest,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,8.0,18.0,5.0,1.0,6.0,24.0,8.0,17.0,14.0,0.0,16.0,12.0,0.0,0.0,3.0,2.066666666666667,2.0,28.0,65.0,77.0,3.0,1.0,0.0,2.0,3.0,12.0,88.25,165.0,5.0,23.857142857142858,48,18096.5,0.5833333333333334
Box_Fill,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,5.0,2.0,3.0,12.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5333333333333334,2.0,0.0,23.0,23.0,1.0,0.0,0.0,1.0,1.0,8.0,49.0,49.0,5.0,22.6,40,17733.875,0.625
Boxes,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,2.0,13.0,5.0,1.0,7.0,24.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.12,1.0,28.0,40.0,45.0,1.0,0.0,0.0,1.0,1.0,9.0,67.22222222222223,156.0,5.0,10.5,24,2706.8888888888887,0.6666666666666666
Boxes_&_Balloons,50.0,12.0,0.0,0.0,3.0,3.0,22.0,15.0,29.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,20.0,5.0,7.0,29.0,8.0,1.0,23.0,55.0,12.0,12.0,50.0,0.0,7.0,0.0,0.0,0.0,2.0,1.4382022471910112,2.0,54.0,72.0,93.0,1.0,0.0,1.0,0.0,1.0,22.0,158.77272727272728,357.0,8.0,0.0,0,1.0,0.0
Brain,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,12.0,4.0,1.0,16.0,58.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,4.862068965517241,1.0,0.0,282.0,282.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,8.0,4.0,501.0,501,1353.0,1.0
Brendan_loves_mondays,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,64.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,0.0,9.0,21.0,3.0,10.0,31.0,97.0,0.0,0.0,31.0,0.0,69.0,0.0,0.0,0.0,2.0,1.907216494845361,1.0,160.0,165.0,165.0,3.0,0.0,0.0,3.0,3.0,10.0,65.0,96.0,3.0,4.8,10,14870.1,0.5
Bricks_and_Hammer,21.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,6.0,13.0,5.0,1.0,14.0,44.0,7.0,7.0,21.0,0.0,9.0,0.0,0.0,0.0,2.0,1.4705882352941178,1.0,34.0,69.0,75.0,1.0,0.0,0.0,1.0,1.0,17.0,29.58823529411765,54.0,5.0,13.727272727272727,27,27781.176470588234,0.6470588235294118
Bridge-toggle_Maze,11.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,2.0,9.0,4.0,1.0,6.0,12.0,5.0,5.0,11.0,0.0,8.0,4.0,0.0,0.0,3.0,1.7058823529411764,1.0,0.0,12.0,13.0,3.0,2.0,0.0,1.0,3.0,7.0,25.0,49.0,4.0,21.75,40,34777.71428571428,0.5714285714285714
Bridge,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,7.0,4.0,1.0,3.0,12.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,12.0,16.0,1.0,0.0,1.0,0.0,1.0,4.0,195.5,377.0,4.0,14.0,14,12267.5,0.25
Broken_Abacus,115.0,34.0,2.0,0.0,32.0,28.0,3.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,127.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,5.0,16.0,31.0,15.0,4.0,68.0,169.0,34.0,34.0,115.0,2.0,20.0,0.0,0.0,0.0,2.0,1.2895752895752897,3.0,122.0,309.0,330.0,2.0,0.0,0.0,2.0,2.0,16.0,91.9375,154.0,15.0,27.0,40,3743.5625,0.625
